Production Enquiry as of 31/10/2025,,,,,,,,,
Assembly Number,Assembly Date,Assemble By,Product Code,Product Description,Product Group,Warehouse,Quantity,Total Cost,Assembly Status
ASM-00031304,10/10/2025,01/10/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031304,10/10/2025,01/10/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031304,10/10/2025,01/10/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-17.50,Completed
ASM-00031304,10/10/2025,01/10/2025,PRE-BR58-SET,Breville 58mm Hybrid Precision Set,PESADO,Main Warehouse,1,51.41,Completed
DSM-00000162,01/10/2025,01/10/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,50,98.25,Completed
DSM-00000162,01/10/2025,01/10/2025,PSDleva-silver,Pesado Leva knob - Silver,PESADO,Main Warehouse,50,225.14,Completed
DSM-00000162,01/10/2025,01/10/2025,PSDcrusher-Silver,Pesado Clump Crusher - Silver,PESADO,Main Warehouse,-50,-323.38,Completed
ASM-00031303,02/10/2025,01/10/2025,PFMOD2-Iris,Pesado Portafilter Multi Handle Module 2 - Iris,PESADO,Main Warehouse,-1,-6.98,Completed
ASM-00031303,02/10/2025,01/10/2025,M12 screw,M12 X 80mm,PESADO,Main Warehouse,-1,-0.96,Completed
ASM-00031303,02/10/2025,01/10/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-4.13,Completed
ASM-00031303,02/10/2025,01/10/2025,PSDHMODBKIRIS,Pesado Portafilter Handle Only - Black/Iris,Modular Handle Only,Main Warehouse,1,12.07,Completed
ASM-00031302,10/10/2025,01/10/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.86,Completed
ASM-00031302,10/10/2025,01/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031302,10/10/2025,01/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031302,10/10/2025,01/10/2025,PF00BR54-FullPOM-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Full POM,PESADO,Main Warehouse,1,22.72,Completed
ASM-00031301,10/10/2025,01/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031301,10/10/2025,01/10/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031301,10/10/2025,01/10/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031301,10/10/2025,01/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031301,10/10/2025,01/10/2025,PF00BR54-BSL-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Black/Silver,PESADO,Main Warehouse,1,28.38,Completed
ASM-00031300,10/10/2025,01/10/2025,PSD-beantube,Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,-1,-11.73,Completed
ASM-00031300,10/10/2025,01/10/2025,PSD-Beanstand,Magnetic Bean Stand,PESADO,Main Warehouse,-1,-15.50,Completed
ASM-00031300,10/10/2025,01/10/2025,PSD-Beanstand-combo,Magnetic Bean Stand With Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,1,27.23,Completed
ASM-00031299,02/10/2025,01/10/2025,WH-PSDHFullPOM,Pesado White Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-5.00,Completed
ASM-00031299,02/10/2025,01/10/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-1,-5.78,Completed
ASM-00031299,02/10/2025,01/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031299,02/10/2025,01/10/2025,PFHBR54,Pesado Double Spouted Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-16.57,Completed
ASM-00031299,02/10/2025,01/10/2025,PF02BR54-WHPOM,Pesado Double Spouted Portafilter Breville 54mm - White Full POM,PESADO,Main Warehouse,1,27.74,Completed
ASM-00031298,02/10/2025,01/10/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-2.82,Completed
ASM-00031298,02/10/2025,01/10/2025,PSDleva-Iris,Pesado Leva knob - Iris,PESADO,Main Warehouse,-1,-6.98,Completed
ASM-00031298,02/10/2025,01/10/2025,PSDcrusherIRIS,Pesado Clump Crusher - Iris,PESADO,Main Warehouse,1,9.80,Completed
ASM-00031297,10/10/2025,01/10/2025,WH-PSDHFullPOM,Pesado White Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-5.00,Completed
ASM-00031297,10/10/2025,01/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031297,10/10/2025,01/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031297,10/10/2025,01/10/2025,PF00BR54-WHPOM-HY,Pesado HYBRID Naked Portafilter Breville 54mm - White Full POM,PESADO,Main Warehouse,1,22.86,Completed
ASM-00031296,02/10/2025,30/09/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-2.82,Completed
ASM-00031296,02/10/2025,30/09/2025,PSDleva-Raya,Pesado Leva knob - Raya,PESADO,Main Warehouse,-1,-7.61,Completed
ASM-00031296,02/10/2025,30/09/2025,PSDcrusherRAYA,Pesado Clump Crusher - Raya,PESADO,Main Warehouse,1,10.43,Completed
ASM-00031295,10/10/2025,30/09/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00031295,10/10/2025,30/09/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-17.50,Completed
ASM-00031295,10/10/2025,30/09/2025,PFH02BR58-HY,Pesado HYBRID Double Spouted Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,1,26.96,Completed
ASM-00031294,10/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-3,-1.17,Completed
ASM-00031294,10/10/2025,30/09/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-3,-33.02,Completed
ASM-00031294,10/10/2025,30/09/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-3,-9.30,Completed
ASM-00031294,10/10/2025,30/09/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-3,-55.52,Completed
ASM-00031294,10/10/2025,30/09/2025,PF00MV-WBK-HY,Pesado HYBRID Naked Portafilter 5mm E61 - White/Black,PESADO,Main Warehouse,3,99.01,Completed
ASM-00031293,02/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031293,02/10/2025,30/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.61,Completed
ASM-00031293,02/10/2025,30/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-4.13,Completed
ASM-00031293,02/10/2025,30/09/2025,PFHBR58,Pesado Double Spouted Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-16.57,Completed
ASM-00031293,02/10/2025,30/09/2025,PF02BR58-BSL,Pesado Double Spouted Portafilter Breville 58mm - Black/Silver,PESADO,Main Warehouse,1,28.70,Completed
ASM-00031292,01/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.78,Completed
ASM-00031292,01/10/2025,30/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-2,-15.48,Completed
ASM-00031292,01/10/2025,30/09/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-2,-6.20,Completed
ASM-00031292,01/10/2025,30/09/2025,PFH00NS-HY,Pesado HYBRID Naked Portafilter Head Only NS,PESADO,Main Warehouse,-2,-35.28,Completed
ASM-00031292,01/10/2025,30/09/2025,PF00NS-WSL-HY,Pesado HYBRID Naked Portafilter NS - White/Silver,PESADO,Main Warehouse,2,57.74,Completed
ASM-00031291,27/10/2025,30/09/2025,PSDHWRaya,Pesado Portafilter Handle Only - Raya,PESADO,Main Warehouse,-1,-21.27,Completed
ASM-00031291,27/10/2025,30/09/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-1,-5.77,Completed
ASM-00031291,27/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031291,27/10/2025,30/09/2025,PFHBR54,Pesado Double Spouted Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-16.54,Completed
ASM-00031291,27/10/2025,30/09/2025,PF02BR54-Raya,Pesado Double Spouted Portafilter Breville 54mm - Raya,PESADO,Main Warehouse,1,43.97,Completed
ASM-00031290,10/10/2025,30/09/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-2.68,Completed
ASM-00031290,10/10/2025,30/09/2025,PSDleva-Raya,Pesado Leva knob - Raya,PESADO,Main Warehouse,-1,-7.50,Completed
ASM-00031290,10/10/2025,30/09/2025,PSDcrusherRAYA,Pesado Clump Crusher - Raya,PESADO,Main Warehouse,1,10.18,Completed
ASM-00031289,02/10/2025,30/09/2025,WH-V2-PSDring-54mm,Pesado White Magnetic 54mm Dosing Ring,PESADO,Main Warehouse,-1,-7.85,Completed
ASM-00031289,02/10/2025,30/09/2025,PSDdosingCup-WH-54,Pesado 54mm Dosing Cup - White,PESADO,Main Warehouse,-1,-6.51,Completed
ASM-00031289,02/10/2025,30/09/2025,DOSING_BUNDLE_WH54,Dosing Bundle - White 54mm Dosing Cup White 54mm Dosing Ring,PESADO,Main Warehouse,1,14.36,Completed
ASM-00031287,10/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031287,10/10/2025,30/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031287,10/10/2025,30/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031287,10/10/2025,30/09/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-17.50,Completed
ASM-00031287,10/10/2025,30/09/2025,PF00BR58-BSL-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Silver,PESADO,Main Warehouse,1,28.41,Completed
ASM-00031286,16/10/2025,30/09/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.74,Completed
ASM-00031286,16/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031286,16/10/2025,30/09/2025,PFMOD2-Haze,Pesado Portafilter Multi Handle Module 2 - Haze,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00031286,16/10/2025,30/09/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031286,16/10/2025,30/09/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-18.51,Completed
ASM-00031286,16/10/2025,30/09/2025,PF02MV-WHZ-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - White/Haze,PESADO,Main Warehouse,1,41.66,Completed
ASM-00031284,10/10/2025,30/09/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.74,Completed
ASM-00031284,10/10/2025,30/09/2025,PSD-HE-LG,Pesado He[%] Basket - Large,PESADO,Main Warehouse,-1,-13.26,Completed
ASM-00031284,10/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031284,10/10/2025,30/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031284,10/10/2025,30/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031284,10/10/2025,30/09/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-17.50,Completed
ASM-00031284,10/10/2025,30/09/2025,PRE-BR58-SET,Breville 58mm Hybrid Precision Set,PESADO,Main Warehouse,1,51.41,Completed
ASM-00031283,02/10/2025,30/09/2025,WH-PSDHFullPOM,Pesado White Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-5.00,Completed
ASM-00031283,02/10/2025,30/09/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-10.02,Completed
ASM-00031283,02/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031283,02/10/2025,30/09/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00031283,02/10/2025,30/09/2025,PF02LM-WHPOM-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - White Full POM,PESADO,Main Warehouse,1,33.05,Completed
ASM-00031282,10/10/2025,30/09/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00031282,10/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031282,10/10/2025,30/09/2025,PFMOD2-Bronze,Pesado Portafilter Multi  Handle Module 2 - Bronze,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00031282,10/10/2025,30/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031282,10/10/2025,30/09/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031282,10/10/2025,30/09/2025,PF02BR54-BBZ-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - Black/Bronze,PESADO,Main Warehouse,1,40.34,Completed
ASM-00031281,10/10/2025,30/09/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-2.68,Completed
ASM-00031281,10/10/2025,30/09/2025,PSDleva-Riga,Pesado Leva knob - Riga,PESADO,Main Warehouse,-1,-6.49,Completed
ASM-00031281,10/10/2025,30/09/2025,PSDcrusherRIGA,Pesado Clump Crusher - Riga,PESADO,Main Warehouse,1,9.17,Completed
ASM-00031280,10/10/2025,30/09/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00031280,10/10/2025,30/09/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,PESADO,Main Warehouse,-1,-5.30,Completed
ASM-00031280,10/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031280,10/10/2025,30/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031280,10/10/2025,30/09/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031280,10/10/2025,30/09/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031280,10/10/2025,30/09/2025,PRE-BR54-WHSET,Breville 54mm Hybrid Precision Set - White Set,PESADO,Main Warehouse,1,43.14,Completed
ASM-00031279,10/10/2025,29/09/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00031279,10/10/2025,29/09/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,PESADO,Main Warehouse,-1,-5.30,Completed
ASM-00031279,10/10/2025,29/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031279,10/10/2025,29/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031279,10/10/2025,29/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031279,10/10/2025,29/09/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031279,10/10/2025,29/09/2025,PRE-BR54-SET,Breville 54mm Hybrid Precision Set,PESADO,Main Warehouse,1,43.14,Completed
ASM-00031278,10/10/2025,29/09/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00031278,10/10/2025,29/09/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,PESADO,Main Warehouse,-1,-5.30,Completed
ASM-00031278,10/10/2025,29/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031278,10/10/2025,29/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031278,10/10/2025,29/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031278,10/10/2025,29/09/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031278,10/10/2025,29/09/2025,PRE-BR54-SET,Breville 54mm Hybrid Precision Set,PESADO,Main Warehouse,1,43.14,Completed
ASM-00031277,10/10/2025,29/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031277,10/10/2025,29/09/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-11.01,Completed
ASM-00031277,10/10/2025,29/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031277,10/10/2025,29/09/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031277,10/10/2025,29/09/2025,PF00BR54-BBK-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Black/Black,PESADO,Main Warehouse,1,31.97,Completed
ASM-00031276,16/10/2025,30/09/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-2,-5.36,Completed
ASM-00031276,16/10/2025,30/09/2025,PSDleva-silver,Pesado Leva knob - Silver,PESADO,Main Warehouse,-2,-12.28,Completed
ASM-00031276,16/10/2025,30/09/2025,PSDcrusher-Silver,Pesado Clump Crusher - Silver,PESADO,Main Warehouse,2,17.64,Completed
ASM-00031275,16/10/2025,30/09/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-2.68,Completed
ASM-00031275,16/10/2025,30/09/2025,PSDleva-dusk,Pesado Leva knob - Dusk,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00031275,16/10/2025,30/09/2025,PSDcrusher-Dusk,Pesado Clump Crusher - Dusk,PESADO,Main Warehouse,1,12.60,Completed
ASM-00031274,16/10/2025,30/09/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.74,Completed
ASM-00031274,16/10/2025,30/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031274,16/10/2025,30/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031274,16/10/2025,30/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031274,16/10/2025,30/09/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-18.51,Completed
ASM-00031274,16/10/2025,30/09/2025,PF02MV-BSL-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Silver,PESADO,Main Warehouse,1,39.16,Completed
ASM-00031272,10/10/2025,29/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031272,10/10/2025,29/09/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-1,-6.98,Completed
ASM-00031272,10/10/2025,29/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031272,10/10/2025,29/09/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-18.51,Completed
ASM-00031272,10/10/2025,29/09/2025,PF00MVBK-Riga-HY,Pesado HYBRID Naked Portafilter 5mm E61 - Black/Riga,PESADO,Main Warehouse,1,28.98,Completed
ASM-00031271,10/10/2025,29/09/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00031271,10/10/2025,29/09/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,PESADO,Main Warehouse,-1,-5.30,Completed
ASM-00031271,10/10/2025,29/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031271,10/10/2025,29/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031271,10/10/2025,29/09/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031271,10/10/2025,29/09/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031271,10/10/2025,29/09/2025,PRE-BR54-WHSET,Breville 54mm Hybrid Precision Set - White Set,PESADO,Main Warehouse,1,43.14,Completed
ASM-00031270,10/10/2025,29/09/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Completed
ASM-00031270,10/10/2025,29/09/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031270,10/10/2025,29/09/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.42,Completed
ASM-00031270,10/10/2025,29/09/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031270,10/10/2025,29/09/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Completed
ASM-00031270,10/10/2025,29/09/2025,PF02BR54-BSL-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - Black/Silver,PESADO,Main Warehouse,1,37.84,Completed
ASM-00031269,02/10/2025,29/09/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-2.82,Completed
ASM-00031269,02/10/2025,29/09/2025,PSDleva-dusk,Pesado Leva knob - Dusk,PESADO,Main Warehouse,-1,-9.92,Completed
ASM-00031269,02/10/2025,29/09/2025,PSDcrusher-Dusk,Pesado Clump Crusher - Dusk,PESADO,Main Warehouse,1,12.74,Completed
ASM-00031268,10/10/2025,29/09/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.74,Completed
